order;subj_no;userID;gender;age;chrono_cat;chrono_score;gold_msi;instrument;education;training;profession;employment;date;first_prompt;timediff;time;day;dayN;day_time;tries;bpm;smt_ms;smt_cv;exp_duration;emotion_type;emotion_cat;emotion_catN;emotion_intensity;stress_level;paq_total;location;activity;company;music_listening;pot_test;pot_general;pot_week;pot_month;pot_year;pot_10years;time_pressure;time_expansion;meta_speed;meta_slowness;sss_score;ipaq_score;ipaq_cat
801;29;sch20r;female;31;neither;45;54;flute;6;9;11;5;24.07.2020 11:03;24.07.2020 08:11;2.87;morning;Friday;4;5_1;1;114.2857;525;0.106560321;173800;Unruhe ;negative;1;2;4;16;home;relaxation;nobody, I am alone;no;4;0;0;0;-1;0;1.4;1.6;1.67;1;0.39;1102;moderate
802;29;sch20r;female;31;neither;45;54;flute;6;9;11;5;24.07.2020 12:38;24.07.2020 08:11;4.45;afternoon;Friday;4;5_2;1;251.9832;238.1111;0.173363745;109127;happiness - elation ;positive;0;3;1;14;home;social interaction;nobody, I am alone;no;3;0;0;0;-1;0;1.4;1.6;1.67;1;0.39;1102;moderate
803;29;sch20r;female;31;neither;45;54;flute;6;9;11;5;24.07.2020 17:17;24.07.2020 08:11;9.1;evening;Friday;4;5_3;1;143.5121;418.0833;0.228332674;138492;happiness - elation ;positive;0;6;1;7;outdoors;having a meal;my family;no;5;0;0;0;-1;0;1.4;1.6;1.67;1;0.39;1102;moderate
804;29;sch20r;female;31;neither;45;54;flute;6;9;11;5;24.07.2020 21:31;24.07.2020 08:11;13.33;night;Friday;4;5_4;1;132.0106;454.5091;0.107136577;151868;love - tenderness;positive;0;5;2;7;another person's home;relaxation;partner or friend;no;4;0;0;0;-1;0;1.4;1.6;1.67;1;0.39;1102;moderate
805;29;sch20r;female;31;neither;45;54;flute;6;9;11;5;25.07.2020 12:41;25.07.2020 08:47;3.9;morning;Saturday;5;6_1;1;106.4207;563.8;0.063912182;110225;calm - contentment;positive;0;5;2;10;home;social interaction;partner or friend;no;6;0;0;0;-1;0;1.4;1.6;1.67;1;0.39;1102;moderate
806;29;sch20r;female;31;neither;45;54;flute;6;9;11;5;25.07.2020 14:20;25.07.2020 08:47;5.55;afternoon;Saturday;5;6_2;1;114.3402;524.75;0.283191942;144067;happiness - elation ;positive;0;5;3;17;home;having a meal;several friends or acquaintances;yes;4;0;0;0;-1;0;1.4;1.6;1.67;1;0.39;1102;moderate
807;29;sch20r;female;31;neither;45;54;flute;6;9;11;5;25.07.2020 16:23;25.07.2020 08:47;7.6;evening;Saturday;5;6_3;1;105.4355;569.0682;0.083796132;177417;interest - expectancy ;positive;0;3;2;13;home;house work;partner or friend;yes;5;0;0;0;-1;0;1.4;1.6;1.67;1;0.39;1102;moderate
808;29;sch20r;female;31;neither;45;54;flute;6;9;11;5;25.07.2020 20:53;25.07.2020 08:47;12.1;night;Saturday;5;6_4;1;140.8561;425.9667;0.140182786;83682;happiness - elation ;positive;0;5;3;11;home;computer games;nobody, I am alone;no;4;0;0;0;-1;0;1.4;1.6;1.67;1;0.39;1102;moderate
809;29;sch20r;female;31;neither;45;54;flute;6;9;11;5;NA;26.07.2020 08:37;NA;morning;Sunday;6;7_1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;0;1.4;1.6;1.67;1;0.39;1102;moderate
810;29;sch20r;female;31;neither;45;54;flute;6;9;11;5;26.07.2020 12:38;26.07.2020 08:37;4.02;afternoon;Sunday;6;7_2;1;84.7458;708;0.187524788;87247;happiness - elation ;positive;0;3;3;9;home;watching TV/movie;partner or friend;no;4;0;0;0;-1;0;1.4;1.6;1.67;1;0.39;1102;moderate
811;29;sch20r;female;31;neither;45;54;flute;6;9;11;5;26.07.2020 17:47;26.07.2020 08:37;9.17;evening;Sunday;6;7_3;1;145.7737;411.5968;0.085978272;121586;happiness - elation ;positive;0;4;2;8;outdoors;social interaction;several friends or acquaintances;no;4;0;0;0;-1;0;1.4;1.6;1.67;1;0.39;1102;moderate
812;29;sch20r;female;31;neither;45;54;flute;6;9;11;5;26.07.2020 22:19;26.07.2020 08:37;13.7;night;Sunday;6;7_4;1;127.2204;471.6226;0.147384646;158545;happiness - elation ;positive;0;3;4;7;home;social interaction;several friends or acquaintances;no;3;0;0;0;-1;0;1.4;1.6;1.67;1;0.39;1102;moderate
813;30;SKI04D;male;28;morning;61;26;none;6;1;2;4;20.07.2020 08:25;20.07.2020 08:22;0.05;morning;Monday;0;1_1;1;60.4424;992.68;0.087031851;99522;interest - expectancy ;positive;0;7;1;7;home;relaxation;nobody, I am alone;no;7;1;2;1;1;-1;1;0.6;1.67;2.67;0.27;13240;high
814;30;SKI04D;male;28;morning;61;26;none;6;1;2;4;20.07.2020 12:06;20.07.2020 08:22;3.73;afternoon;Monday;0;1_2;1;56.5922;1060.2174;0.072790708;77516;calm - contentment;positive;0;7;1;7;home;work/study;nobody, I am alone;no;7;1;2;1;1;-1;1;0.6;1.67;2.67;0.27;13240;high
815;30;SKI04D;male;28;morning;61;26;none;6;1;2;4;20.07.2020 16:45;20.07.2020 08:22;8.38;evening;Monday;0;1_3;1;64.452;930.9259;0.175262441;126884;pleasure - enjoyment;positive;0;7;1;11;work/university/school;work/study;an acquaintance or colleague;no;7;1;2;1;1;-1;1;0.6;1.67;2.67;0.27;13240;high
816;30;SKI04D;male;28;morning;61;26;none;6;1;2;4;20.07.2020 20:58;20.07.2020 08:22;12.6;night;Monday;0;1_4;1;76.1965;787.4375;0.18698844;121569;pleasure - enjoyment;positive;0;7;1;7;transport;relaxation;an acquaintance or colleague;no;7;1;2;1;1;-1;1;0.6;1.67;2.67;0.27;13240;high
817;30;SKI04D;male;28;morning;61;26;none;6;1;2;4;21.07.2020 08:08;21.07.2020 08:04;0.07;morning;Tuesday;1;2_1;1;61.5738;974.44;0.110172645;141240;calm - contentment;positive;0;7;1;7;home;having a meal;nobody, I am alone;yes;7;1;2;1;1;-1;1;0.6;1.67;2.67;0.27;13240;high
818;30;SKI04D;male;28;morning;61;26;none;6;1;2;4;21.07.2020 12:34;21.07.2020 08:04;4.5;afternoon;Tuesday;1;2_2;1;105.7438;567.4091;0.223435604;165875;happiness - elation ;positive;0;7;3;8;home;computer games;an acquaintance or colleague;yes;7;1;2;1;1;-1;1;0.6;1.67;2.67;0.27;13240;high
819;30;SKI04D;male;28;morning;61;26;none;6;1;2;4;21.07.2020 16:28;21.07.2020 08:04;8.4;evening;Tuesday;1;2_3;1;63.6787;942.2308;0.077166604;121393;calm - contentment;positive;0;7;1;7;home;having a meal;nobody, I am alone;no;7;1;2;1;1;-1;1;0.6;1.67;2.67;0.27;13240;high
820;30;SKI04D;male;28;morning;61;26;none;6;1;2;4;21.07.2020 20:43;21.07.2020 08:04;12.65;night;Tuesday;1;2_4;1;97.2487;616.975;0.120061249;88948;anger - irritation;negative;1;6;6;12;home;computer games;nobody, I am alone;no;7;1;2;1;1;-1;1;0.6;1.67;2.67;0.27;13240;high
821;30;SKI04D;male;28;morning;61;26;none;6;1;2;4;22.07.2020 08:32;22.07.2020 08:31;0.02;morning;Wednesday;2;3_1;1;68.2955;878.5357;0.073228284;105311;calm - contentment;positive;0;7;4;14;transport;travel;a large crowd;yes;7;1;2;1;1;-1;1;0.6;1.67;2.67;0.27;13240;high
822;30;SKI04D;male;28;morning;61;26;none;6;1;2;4;22.07.2020 12:53;22.07.2020 08:31;4.37;afternoon;Wednesday;2;3_2;1;72.3356;829.4667;0.121850001;145690;happiness - elation ;positive;0;7;1;7;home;work/study;nobody, I am alone;yes;7;1;2;1;1;-1;1;0.6;1.67;2.67;0.27;13240;high
823;30;SKI04D;male;28;morning;61;26;none;6;1;2;4;22.07.2020 16:18;22.07.2020 08:31;7.78;evening;Wednesday;2;3_3;1;90.5984;662.2632;0.071693577;75567;calm - contentment;positive;0;7;1;7;transport;travel;a large crowd;no;7;1;2;1;1;-1;1;0.6;1.67;2.67;0.27;13240;high
824;30;SKI04D;male;28;morning;61;26;none;6;1;2;4;22.07.2020 21:03;22.07.2020 08:31;12.53;night;Wednesday;2;3_4;1;90.6633;661.7895;0.073343031;98436;pleasure - enjoyment;positive;0;7;7;7;transport;travel;a large crowd;no;7;1;2;1;1;-1;1;0.6;1.67;2.67;0.27;13240;high
825;30;SKI04D;male;28;morning;61;26;none;6;1;2;4;23.07.2020 08:49;23.07.2020 08:47;0.03;morning;Thursday;3;4_1;1;91.1927;657.9474;0.109797795;100445;calm - contentment;positive;0;5;1;7;home;house work;nobody, I am alone;yes;7;1;2;1;1;-1;1;0.6;1.67;2.67;0.27;13240;high
826;30;SKI04D;male;28;morning;61;26;none;6;1;2;4;23.07.2020 12:46;23.07.2020 08:47;3.98;afternoon;Thursday;3;4_2;1;94.7906;632.9744;0.081073201;73025;calm - contentment;positive;0;6;1;7;home;work/study;nobody, I am alone;no;7;1;2;1;1;-1;1;0.6;1.67;2.67;0.27;13240;high
827;30;SKI04D;male;28;morning;61;26;none;6;1;2;4;23.07.2020 16:35;23.07.2020 08:47;7.8;evening;Thursday;3;4_3;1;93.4617;641.9744;0.113247328;76300;calm - contentment;positive;0;6;1;7;home;work/study;nobody, I am alone;no;7;1;2;1;1;-1;1;0.6;1.67;2.67;0.27;13240;high
828;30;SKI04D;male;28;morning;61;26;none;6;1;2;4;23.07.2020 20:36;23.07.2020 08:47;11.82;night;Thursday;3;4_4;1;101.8717;588.9762;0.15672812;83089;happiness - elation ;positive;0;7;1;11;home;computer games;an acquaintance or colleague;no;7;1;2;1;1;-1;1;0.6;1.67;2.67;0.27;13240;high
829;30;SKI04D;male;28;morning;61;26;none;6;1;2;4;24.07.2020 08:42;24.07.2020 08:11;0.52;morning;Friday;4;5_1;1;108.013;555.4889;0.110252432;90608;calm - contentment;positive;0;5;1;7;work/university/school;work/study;one or more strangers;no;7;1;2;1;1;-1;1;0.6;1.67;2.67;0.27;13240;high
830;30;SKI04D;male;28;morning;61;26;none;6;1;2;4;24.07.2020 12:30;24.07.2020 08:11;4.32;afternoon;Friday;4;5_2;1;102.6518;584.5;0.096961838;97738;calm - contentment;positive;0;7;1;7;home;house work;nobody, I am alone;yes;7;1;2;1;1;-1;1;0.6;1.67;2.67;0.27;13240;high
831;30;SKI04D;male;28;morning;61;26;none;6;1;2;4;24.07.2020 16:21;24.07.2020 08:11;8.17;evening;Friday;4;5_3;1;94.8692;632.45;0.102554511;108200;anger - irritation;negative;1;5;5;11;work/university/school;work/study;one or more strangers;yes;7;1;2;1;1;-1;1;0.6;1.67;2.67;0.27;13240;high
832;30;SKI04D;male;28;morning;61;26;none;6;1;2;4;24.07.2020 20:59;24.07.2020 08:11;12.8;night;Friday;4;5_4;2;74.5162;805.1935;0.083027784;164817;boredom - indifference;negative;1;5;1;10;transport;travel;one or more strangers;yes;7;1;2;1;1;-1;1;0.6;1.67;2.67;0.27;13240;high
833;30;SKI04D;male;28;morning;61;26;none;6;1;2;4;NA;25.07.2020 08:47;NA;morning;Saturday;5;6_1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;1;1;-1;1;0.6;1.67;2.67;0.27;13240;high
834;30;SKI04D;male;28;morning;61;26;none;6;1;2;4;25.07.2020 13:11;25.07.2020 08:47;4.4;afternoon;Saturday;5;6_2;1;79.6172;753.6061;0.074528737;101252;calm - contentment;positive;0;5;4;16;home;house work;nobody, I am alone;yes;7;1;2;1;1;-1;1;0.6;1.67;2.67;0.27;13240;high
835;30;SKI04D;male;28;morning;61;26;none;6;1;2;4;25.07.2020 16:23;25.07.2020 08:47;7.6;evening;Saturday;5;6_3;1;85.0729;705.2778;0.115442771;117925;calm - contentment;positive;0;6;1;9;transport;travel;one or more strangers;yes;7;1;2;1;1;-1;1;0.6;1.67;2.67;0.27;13240;high
836;30;SKI04D;male;28;morning;61;26;none;6;1;2;4;25.07.2020 21:18;25.07.2020 08:47;12.52;night;Saturday;5;6_4;1;99.723;601.6667;0.153959529;97656;Schlapp;negative;1;7;1;29;transport;travel;one or more strangers;no;7;1;2;1;1;-1;1;0.6;1.67;2.67;0.27;13240;high
837;30;SKI04D;male;28;morning;61;26;none;6;1;2;4;26.07.2020 08:41;26.07.2020 08:37;0.07;morning;Sunday;6;7_1;1;83.829;715.7429;0.089089118;156153;calm - contentment;positive;0;5;4;7;home;having a meal;nobody, I am alone;yes;7;1;2;1;1;-1;1;0.6;1.67;2.67;0.27;13240;high
838;30;SKI04D;male;28;morning;61;26;none;6;1;2;4;26.07.2020 12:49;26.07.2020 08:37;4.2;afternoon;Sunday;6;7_2;1;87.0021;689.6389;0.130275152;83625;happiness - elation ;positive;0;7;2;25;outdoors;computer games;nobody, I am alone;no;7;1;2;1;1;-1;1;0.6;1.67;2.67;0.27;13240;high
839;30;SKI04D;male;28;morning;61;26;none;6;1;2;4;26.07.2020 16:52;26.07.2020 08:37;8.25;evening;Sunday;6;7_3;1;92.1138;651.3684;0.077685471;81898;calm - contentment;positive;0;6;1;7;home;house work;nobody, I am alone;no;7;1;2;1;1;-1;1;0.6;1.67;2.67;0.27;13240;high
840;30;SKI04D;male;28;morning;61;26;none;6;1;2;4;26.07.2020 21:20;26.07.2020 08:37;12.72;night;Sunday;6;7_4;1;103.9401;577.2558;0.141580987;115030;calm - contentment;positive;0;5;1;7;home;house work;nobody, I am alone;yes;7;1;2;1;1;-1;1;0.6;1.67;2.67;0.27;13240;high
841;31;ter18h;male;19;evening;34;94;piano;6;1;5;3;NA;20.07.2020 08:22;NA;morning;Monday;0;1_1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;2;2;0;2.4;1;3;1.33;0.66;2613;moderate
842;31;ter18h;male;19;evening;34;94;piano;6;1;5;3;20.07.2020 12:43;20.07.2020 08:22;4.35;afternoon;Monday;0;1_2;1;90.883;660.1892;0.047168817;246518;shame - guilt ;negative;1;6;5;21;another person's home;relaxation;partner or friend;yes;7;1;2;2;2;0;2.4;1;3;1.33;0.66;2613;moderate
843;31;ter18h;male;19;evening;34;94;piano;6;1;5;3;20.07.2020 16:44;20.07.2020 08:22;8.37;evening;Monday;0;1_3;1;94.7982;632.9231;0.040272587;212882;sadness - melancholy;negative;1;2;5;16;transport;relaxation;a large crowd;no;7;1;2;2;2;0;2.4;1;3;1.33;0.66;2613;moderate
844;31;ter18h;male;19;evening;34;94;piano;6;1;5;3;20.07.2020 20:28;20.07.2020 08:22;12.1;night;Monday;0;1_4;1;105.4482;569;0.189446114;159236;Stress ;negative;1;7;7;22;home;social interaction;partner or friend;no;5;1;2;2;2;0;2.4;1;3;1.33;0.66;2613;moderate
845;31;ter18h;male;19;evening;34;94;piano;6;1;5;3;21.07.2020 11:12;21.07.2020 08:04;3.13;morning;Tuesday;1;2_1;1;99.5186;602.9024;0.053565857;149922;calm - contentment;positive;0;6;1;16;home;relaxation;nobody, I am alone;no;5;1;2;2;2;0;2.4;1;3;1.33;0.66;2613;moderate
846;31;ter18h;male;19;evening;34;94;piano;6;1;5;3;21.07.2020 12:31;21.07.2020 08:04;4.45;afternoon;Tuesday;1;2_2;1;115.5327;519.3333;0.270243573;91683;anger - irritation;negative;1;5;5;23;home;social interaction;nobody, I am alone;no;3;1;2;2;2;0;2.4;1;3;1.33;0.66;2613;moderate
847;31;ter18h;male;19;evening;34;94;piano;6;1;5;3;21.07.2020 16:15;21.07.2020 08:04;8.18;evening;Tuesday;1;2_3;2;108.2078;554.4889;0.233902183;183724;interest - expectancy ;positive;0;6;5;15;outdoors;social interaction;my family;no;1;1;2;2;2;0;2.4;1;3;1.33;0.66;2613;moderate
848;31;ter18h;male;19;evening;34;94;piano;6;1;5;3;21.07.2020 20:43;21.07.2020 08:04;12.65;night;Tuesday;1;2_4;2;100.9049;594.619;0.169631298;153898;calm - contentment;positive;0;5;1;25;home;watching TV/movie;nobody, I am alone;yes;3;1;2;2;2;0;2.4;1;3;1.33;0.66;2613;moderate
849;31;ter18h;male;19;evening;34;94;piano;6;1;5;3;NA;22.07.2020 08:31;NA;morning;Wednesday;2;3_1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;2;2;0;2.4;1;3;1.33;0.66;2613;moderate
850;31;ter18h;male;19;evening;34;94;piano;6;1;5;3;22.07.2020 12:54;22.07.2020 08:31;4.38;afternoon;Wednesday;2;3_2;1;77.9727;769.5;0.173855758;118035;calm - contentment;positive;0;2;6;24;home;house work;partner or friend;no;2;1;2;2;2;0;2.4;1;3;1.33;0.66;2613;moderate
851;31;ter18h;male;19;evening;34;94;piano;6;1;5;3;22.07.2020 16:16;22.07.2020 08:31;7.75;evening;Wednesday;2;3_3;1;120.9434;496.1;0.255727526;133045;happiness - elation ;positive;0;6;1;39;another person's home;social interaction;several friends or acquaintances;no;3;1;2;2;2;0;2.4;1;3;1.33;0.66;2613;moderate
852;31;ter18h;male;19;evening;34;94;piano;6;1;5;3;22.07.2020 21:38;22.07.2020 08:31;13.12;night;Wednesday;2;3_4;2;77.0342;778.875;0.269589216;138156;happiness - elation ;positive;0;7;5;23;another person's home;social interaction;a large crowd;yes;1;1;2;2;2;0;2.4;1;3;1.33;0.66;2613;moderate
853;31;ter18h;male;19;evening;34;94;piano;6;1;5;3;23.07.2020 10:19;23.07.2020 08:47;1.53;morning;Thursday;3;4_1;2;114.4295;524.3404;0.255780814;183392;happiness - elation ;positive;0;5;2;21;another person's home;relaxation;several friends or acquaintances;no;3;1;2;2;2;0;2.4;1;3;1.33;0.66;2613;moderate
854;31;ter18h;male;19;evening;34;94;piano;6;1;5;3;23.07.2020 12:50;23.07.2020 08:47;4.05;afternoon;Thursday;3;4_2;3;123.6763;485.1373;0.061245264;217764;calm - contentment;positive;0;5;5;21;another person's home;social interaction;a large crowd;no;6;1;2;2;2;0;2.4;1;3;1.33;0.66;2613;moderate
855;31;ter18h;male;19;evening;34;94;piano;6;1;5;3;23.07.2020 16:38;23.07.2020 08:47;7.85;evening;Thursday;3;4_3;1;104.4534;574.4186;0.11858415;154400;sadness - melancholy;negative;1;7;2;7;home;work/study;nobody, I am alone;yes;7;1;2;2;2;0;2.4;1;3;1.33;0.66;2613;moderate
856;31;ter18h;male;19;evening;34;94;piano;6;1;5;3;23.07.2020 20:15;23.07.2020 08:47;11.47;night;Thursday;3;4_4;2;133.0645;450.9091;0.03357324;165304;sadness - melancholy;negative;1;7;6;38;home;watching TV/movie;nobody, I am alone;yes;2;1;2;2;2;0;2.4;1;3;1.33;0.66;2613;moderate
857;31;ter18h;male;19;evening;34;94;piano;6;1;5;3;24.07.2020 09:56;24.07.2020 08:11;1.75;morning;Friday;4;5_1;1;126.2493;475.25;0.059146954;103620;calm - contentment;positive;0;7;1;17;home;relaxation;nobody, I am alone;no;5;1;2;2;2;0;2.4;1;3;1.33;0.66;2613;moderate
858;31;ter18h;male;19;evening;34;94;piano;6;1;5;3;24.07.2020 12:30;24.07.2020 08:11;4.32;afternoon;Friday;4;5_2;2;143.7298;417.45;0.026865985;128880;happiness - elation ;positive;0;6;1;11;outdoors;social interaction;partner or friend;no;1;1;2;2;2;0;2.4;1;3;1.33;0.66;2613;moderate
859;31;ter18h;male;19;evening;34;94;piano;6;1;5;3;24.07.2020 16:37;24.07.2020 08:11;8.43;evening;Friday;4;5_3;1;139.1666;431.1379;0.078229813;236359;pleasure - enjoyment;positive;0;6;2;7;home;social interaction;several friends or acquaintances;no;1;1;2;2;2;0;2.4;1;3;1.33;0.66;2613;moderate
860;31;ter18h;male;19;evening;34;94;piano;6;1;5;3;24.07.2020 21:13;24.07.2020 08:11;13.03;night;Friday;4;5_4;1;109.9752;545.5778;0.07130921;90679;happiness - elation ;positive;0;5;1;11;outdoors;social interaction;several friends or acquaintances;no;1;1;2;2;2;0;2.4;1;3;1.33;0.66;2613;moderate
861;31;ter18h;male;19;evening;34;94;piano;6;1;5;3;25.07.2020 11:35;25.07.2020 08:47;2.8;morning;Saturday;5;6_1;1;121.8175;492.54;0.040316936;109209;calm - contentment;positive;0;6;1;28;home;relaxation;nobody, I am alone;no;7;1;2;2;2;0;2.4;1;3;1.33;0.66;2613;moderate
862;31;ter18h;male;19;evening;34;94;piano;6;1;5;3;25.07.2020 12:49;25.07.2020 08:47;4.03;afternoon;Saturday;5;6_2;2;87.46;686.0278;0.223872122;118020;happiness - elation ;positive;0;4;2;7;home;having a meal;several friends or acquaintances;no;4;1;2;2;2;0;2.4;1;3;1.33;0.66;2613;moderate
863;31;ter18h;male;19;evening;34;94;piano;6;1;5;3;25.07.2020 16:11;25.07.2020 08:47;7.4;evening;Saturday;5;6_3;1;89.2893;671.973;0.299966601;173610;pleasure - enjoyment;positive;0;6;2;23;work/university/school;other;a large crowd;no;4;1;2;2;2;0;2.4;1;3;1.33;0.66;2613;moderate
864;31;ter18h;male;19;evening;34;94;piano;6;1;5;3;25.07.2020 20:25;25.07.2020 08:47;11.63;night;Saturday;5;6_4;2;118.4195;506.6735;0.04132943;196269;happiness - elation ;positive;0;6;1;7;outdoors;social interaction;several friends or acquaintances;yes;4;1;2;2;2;0;2.4;1;3;1.33;0.66;2613;moderate
865;31;ter18h;male;19;evening;34;94;piano;6;1;5;3;NA;26.07.2020 08:37;NA;morning;Sunday;6;7_1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;2;2;0;2.4;1;3;1.33;0.66;2613;moderate
866;31;ter18h;male;19;evening;34;94;piano;6;1;5;3;26.07.2020 12:55;26.07.2020 08:37;4.3;afternoon;Sunday;6;7_2;1;114.7601;522.8298;0.08729828;103133;happiness - elation ;positive;0;3;4;9;home;relaxation;nobody, I am alone;no;4;1;2;2;2;0;2.4;1;3;1.33;0.66;2613;moderate
867;31;ter18h;male;19;evening;34;94;piano;6;1;5;3;26.07.2020 20:01;26.07.2020 08:37;11.4;evening;Sunday;6;7_3;2;146.7169;408.9508;0.045576211;138753;happiness - elation ;positive;0;7;1;7;home;watching TV/movie;partner or friend;yes;7;1;2;2;2;0;2.4;1;3;1.33;0.66;2613;moderate
868;31;ter18h;male;19;evening;34;94;piano;6;1;5;3;26.07.2020 20:39;26.07.2020 08:37;12.03;night;Sunday;6;7_4;2;127.634;470.0943;0.034418042;127307;calm - contentment;positive;0;7;1;7;home;watching TV/movie;partner or friend;yes;2;1;2;2;2;0;2.4;1;3;1.33;0.66;2613;moderate
869;32;tis25a;male;21;morning;61;42;none;6;9;9;4;20.07.2020 08:55;20.07.2020 08:22;0.55;morning;Monday;0;1_1;1;78.6015;763.3438;0.056280255;88701;calm - contentment;positive;0;1;1;7;work/university/school;work/study;several friends or acquaintances;no;7;1;2;2;1;1;1.2;1.2;2.67;1.67;0.32;6930;high
870;32;tis25a;male;21;morning;61;42;none;6;9;9;4;20.07.2020 12:34;20.07.2020 08:22;4.2;afternoon;Monday;0;1_2;1;78.4602;764.7188;0.063913209;84311;calm - contentment;positive;0;1;1;7;work/university/school;work/study;nobody, I am alone;no;7;1;2;2;1;1;1.2;1.2;2.67;1.67;0.32;6930;high
871;32;tis25a;male;21;morning;61;42;none;6;9;9;4;20.07.2020 16:49;20.07.2020 08:22;8.45;evening;Monday;0;1_3;1;209.8492;285.9195;0.079831139;141354;Stress ;negative;1;5;5;11;home;work/study;nobody, I am alone;no;7;1;2;2;1;1;1.2;1.2;2.67;1.67;0.32;6930;high
872;32;tis25a;male;21;morning;61;42;none;6;9;9;4;20.07.2020 20:26;20.07.2020 08:22;12.07;night;Monday;0;1_4;1;51.0142;1176.1429;0.075261816;70965;calm - contentment;positive;0;1;1;7;home;relaxation;nobody, I am alone;no;7;1;2;2;1;1;1.2;1.2;2.67;1.67;0.32;6930;high
873;32;tis25a;male;21;morning;61;42;none;6;9;9;4;21.07.2020 08:57;21.07.2020 08:04;0.88;morning;Tuesday;1;2_1;1;59.2837;1012.0833;0.104171302;79116;calm - contentment;positive;0;1;1;7;home;relaxation;partner or friend;no;7;1;2;2;1;1;1.2;1.2;2.67;1.67;0.32;6930;high
874;32;tis25a;male;21;morning;61;42;none;6;9;9;4;21.07.2020 12:32;21.07.2020 08:04;4.47;afternoon;Tuesday;1;2_2;1;59.3937;1010.2083;0.049634761;74994;calm - contentment;positive;0;1;1;7;work/university/school;social interaction;several friends or acquaintances;no;7;1;2;2;1;1;1.2;1.2;2.67;1.67;0.32;6930;high
875;32;tis25a;male;21;morning;61;42;none;6;9;9;4;21.07.2020 16:24;21.07.2020 08:04;8.33;evening;Tuesday;1;2_3;1;67.0177;895.2857;0.063120599;63392;calm - contentment;positive;0;1;1;7;home;work/study;nobody, I am alone;no;7;1;2;2;1;1;1.2;1.2;2.67;1.67;0.32;6930;high
876;32;tis25a;male;21;morning;61;42;none;6;9;9;4;21.07.2020 21:02;21.07.2020 08:04;12.97;night;Tuesday;1;2_4;1;65.3595;918;0.063575398;101769;calm - contentment;positive;0;1;1;7;home;work/study;nobody, I am alone;yes;7;1;2;2;1;1;1.2;1.2;2.67;1.67;0.32;6930;high
877;32;tis25a;male;21;morning;61;42;none;6;9;9;4;22.07.2020 08:40;22.07.2020 08:31;0.15;morning;Wednesday;2;3_1;1;36.8792;1626.9333;0.079208909;67281;calm - contentment;positive;0;5;1;7;home;relaxation;nobody, I am alone;no;7;1;2;2;1;1;1.2;1.2;2.67;1.67;0.32;6930;high
878;32;tis25a;male;21;morning;61;42;none;6;9;9;4;22.07.2020 13:25;22.07.2020 08:31;4.9;afternoon;Wednesday;2;3_2;1;36.7692;1631.8;0.136724421;76283;calm - contentment;positive;0;1;1;7;work/university/school;work/study;an acquaintance or colleague;no;7;1;2;2;1;1;1.2;1.2;2.67;1.67;0.32;6930;high
879;32;tis25a;male;21;morning;61;42;none;6;9;9;4;22.07.2020 16:44;22.07.2020 08:31;8.22;evening;Wednesday;2;3_3;1;66.5373;901.75;0.095553056;64580;calm - contentment;positive;0;1;1;7;work/university/school;work/study;an acquaintance or colleague;no;7;1;2;2;1;1;1.2;1.2;2.67;1.67;0.32;6930;high
880;32;tis25a;male;21;morning;61;42;none;6;9;9;4;22.07.2020 20:47;22.07.2020 08:31;12.27;night;Wednesday;2;3_4;1;78.2046;767.2188;0.102044714;83037;calm - contentment;positive;0;4;1;7;outdoors;social interaction;several friends or acquaintances;no;7;1;2;2;1;1;1.2;1.2;2.67;1.67;0.32;6930;high
881;32;tis25a;male;21;morning;61;42;none;6;9;9;4;23.07.2020 08:48;23.07.2020 08:47;0.02;morning;Thursday;3;4_1;1;68.468;876.3214;0.077976183;66737;calm - contentment;positive;0;1;1;7;work/university/school;work/study;an acquaintance or colleague;no;7;1;2;2;1;1;1.2;1.2;2.67;1.67;0.32;6930;high
882;32;tis25a;male;21;morning;61;42;none;6;9;9;4;23.07.2020 12:22;23.07.2020 08:47;3.58;afternoon;Thursday;3;4_2;1;50.3396;1191.9048;0.100588888;66548;calm - contentment;positive;0;1;1;7;work/university/school;work/study;an acquaintance or colleague;no;7;1;2;2;1;1;1.2;1.2;2.67;1.67;0.32;6930;high
883;32;tis25a;male;21;morning;61;42;none;6;9;9;4;23.07.2020 16:56;23.07.2020 08:47;8.15;evening;Thursday;3;4_3;1;63.4095;946.2308;0.060267742;57148;calm - contentment;positive;0;1;1;7;work/university/school;work/study;nobody, I am alone;no;7;1;2;2;1;1;1.2;1.2;2.67;1.67;0.32;6930;high
884;32;tis25a;male;21;morning;61;42;none;6;9;9;4;23.07.2020 20:15;23.07.2020 08:47;11.47;night;Thursday;3;4_4;1;35.2009;1704.5;0.084781684;64207;calm - contentment;positive;0;1;1;7;transport;travel;nobody, I am alone;no;7;1;2;2;1;1;1.2;1.2;2.67;1.67;0.32;6930;high
