order;subj_no;userID;gender;age;chrono_cat;chrono_score;gold_msi;instrument;education;training;profession;employment;date;first_prompt;timediff;time;day;dayN;day_time;tries;bpm;smt_ms;smt_cv;exp_duration;emotion_type;emotion_cat;emotion_catN;emotion_intensity;stress_level;paq_total;location;activity;company;music_listening;pot_test;pot_general;pot_week;pot_month;pot_year;pot_10years;time_pressure;time_expansion;meta_speed;meta_slowness;sss_score;ipaq_score;ipaq_cat
84;3;amp22b;female;29;neither;53;86;vocals;6;7;5;3;26.07.2020 20:39;26.07.2020 08:37;12.03;night;Sunday;6;7_4;1;187.3424;320.2692;0.051806869;84775;happiness - elation ;positive;0;5;1;14;home;having a meal;my family;no;5;0;-1;0;1;-1;2.2;1.4;3;1.67;0.48;1782;moderate
85;4;And07m;female;33;morning;61;50;none;5;8;10;1;20.07.2020 08:23;20.07.2020 08:22;0.02;morning;Monday;0;1_1;1;123.7664;484.7843;0.057506204;153351;sadness - melancholy;negative;1;5;4;12;work/university/school;work/study;nobody, I am alone;yes;7;1;2;2;1;2;3;0;3.33;0.33;0.36;5952;high
86;4;And07m;female;33;morning;61;50;none;5;8;10;1;20.07.2020 12:03;20.07.2020 08:22;3.68;afternoon;Monday;0;1_2;1;297.9663;201.3651;0.09245664;135062;interest - expectancy ;positive;0;4;3;15;work/university/school;relaxation;an acquaintance or colleague;no;6;1;2;2;1;2;3;0;3.33;0.33;0.36;5952;high
87;4;And07m;female;33;morning;61;50;none;5;8;10;1;20.07.2020 16:46;20.07.2020 08:22;8.4;evening;Monday;0;1_3;1;119.8027;500.8235;0.065828808;95521;love - tenderness;positive;0;5;3;13;home;watching TV/movie;my family;no;6;1;2;2;1;2;3;0;3.33;0.33;0.36;5952;high
88;4;And07m;female;33;morning;61;50;none;5;8;10;1;20.07.2020 20:19;20.07.2020 08:22;11.95;night;Monday;0;1_4;1;152.6535;393.0469;0.061639137;100836;pleasure - enjoyment;positive;0;5;2;10;home;relaxation;my family;no;6;1;2;2;1;2;3;0;3.33;0.33;0.36;5952;high
89;4;And07m;female;33;morning;61;50;none;5;8;10;1;21.07.2020 08:08;21.07.2020 08:04;0.07;morning;Tuesday;1;2_1;1;311.2718;192.7576;0.110622435;88718;interest - expectancy ;positive;0;5;2;11;home;work/study;nobody, I am alone;no;5;1;2;2;1;2;3;0;3.33;0.33;0.36;5952;high
90;4;And07m;female;33;morning;61;50;none;5;8;10;1;21.07.2020 12:31;21.07.2020 08:04;4.45;afternoon;Tuesday;1;2_2;1;322.693;185.9353;0.095066579;118475;happiness - elation ;positive;0;6;2;18;home;having a meal;nobody, I am alone;yes;7;1;2;2;1;2;3;0;3.33;0.33;0.36;5952;high
91;4;And07m;female;33;morning;61;50;none;5;8;10;1;21.07.2020 16:16;21.07.2020 08:04;8.2;evening;Tuesday;1;2_3;2;314.1856;190.9699;0.096441574;236641;pleasure - enjoyment;positive;0;6;2;8;outdoors;social interaction;several friends or acquaintances;no;6;1;2;2;1;2;3;0;3.33;0.33;0.36;5952;high
92;4;And07m;female;33;morning;61;50;none;5;8;10;1;NA;21.07.2020 08:04;NA;night;Tuesday;1;2_4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;2;1;2;3;0;3.33;0.33;0.36;5952;high
93;4;And07m;female;33;morning;61;50;none;5;8;10;1;22.07.2020 08:32;22.07.2020 08:31;0.02;morning;Wednesday;2;3_1;1;285.6806;210.0248;0.116720874;68641;calm - contentment;positive;0;5;3;13;home;work/study;nobody, I am alone;no;6;1;2;2;1;2;3;0;3.33;0.33;0.36;5952;high
94;4;And07m;female;33;morning;61;50;none;5;8;10;1;22.07.2020 12:53;22.07.2020 08:31;4.37;afternoon;Wednesday;2;3_2;1;272.6949;220.0261;0.100690696;81660;boredom - indifference;negative;1;5;2;10;home;work/study;nobody, I am alone;yes;4;1;2;2;1;2;3;0;3.33;0.33;0.36;5952;high
95;4;And07m;female;33;morning;61;50;none;5;8;10;1;22.07.2020 16:35;22.07.2020 08:31;8.07;evening;Wednesday;2;3_3;1;280.6493;213.7899;0.086139583;84839;calm - contentment;positive;0;5;2;9;home;social interaction;my family;no;5;1;2;2;1;2;3;0;3.33;0.33;0.36;5952;high
96;4;And07m;female;33;morning;61;50;none;5;8;10;1;22.07.2020 20:45;22.07.2020 08:31;12.23;night;Wednesday;2;3_4;1;186.2329;322.1772;0.088712395;75501;calm - contentment;positive;0;5;1;9;home;relaxation;my family;no;6;1;2;2;1;2;3;0;3.33;0.33;0.36;5952;high
97;4;And07m;female;33;morning;61;50;none;5;8;10;1;23.07.2020 09:10;23.07.2020 08:47;0.38;morning;Thursday;3;4_1;1;311.8847;192.3788;0.066891602;66296;happiness - elation ;positive;0;6;1;8;work/university/school;social interaction;an acquaintance or colleague;no;6;1;2;2;1;2;3;0;3.33;0.33;0.36;5952;high
98;4;And07m;female;33;morning;61;50;none;5;8;10;1;23.07.2020 12:45;23.07.2020 08:47;3.97;afternoon;Thursday;3;4_2;1;319.2621;187.9333;0.086153323;122512;happiness - elation ;positive;0;5;2;11;work/university/school;social interaction;an acquaintance or colleague;no;6;1;2;2;1;2;3;0;3.33;0.33;0.36;5952;high
99;4;And07m;female;33;morning;61;50;none;5;8;10;1;23.07.2020 16:38;23.07.2020 08:47;7.85;evening;Thursday;3;4_3;1;189.6585;316.358;0.104237441;127984;pleasure - enjoyment;positive;0;5;2;12;another person's home;social interaction;a large crowd;no;7;1;2;2;1;2;3;0;3.33;0.33;0.36;5952;high
100;4;And07m;female;33;morning;61;50;none;5;8;10;1;23.07.2020 20:15;23.07.2020 08:47;11.47;night;Thursday;3;4_4;1;201.1204;298.3288;0.124888159;165417;calm - contentment;positive;0;4;2;9;home;relaxation;nobody, I am alone;no;4;1;2;2;1;2;3;0;3.33;0.33;0.36;5952;high
101;4;And07m;female;33;morning;61;50;none;5;8;10;1;24.07.2020 08:13;24.07.2020 08:11;0.03;morning;Friday;4;5_1;1;184.9251;324.4557;0.104713746;92028;interest - expectancy ;positive;0;5;1;8;work/university/school;work/study;nobody, I am alone;no;3;1;2;2;1;2;3;0;3.33;0.33;0.36;5952;high
102;4;And07m;female;33;morning;61;50;none;5;8;10;1;24.07.2020 12:58;24.07.2020 08:11;4.78;afternoon;Friday;4;5_2;1;279.6334;214.5667;0.088541845;82646;calm - contentment;positive;0;4;2;12;work/university/school;work/study;nobody, I am alone;no;4;1;2;2;1;2;3;0;3.33;0.33;0.36;5952;high
103;4;And07m;female;33;morning;61;50;none;5;8;10;1;24.07.2020 16:36;24.07.2020 08:11;8.42;evening;Friday;4;5_3;1;253.819;236.3889;0.113256796;75141;calm - contentment;positive;0;4;1;7;home;relaxation;my family;no;4;1;2;2;1;2;3;0;3.33;0.33;0.36;5952;high
104;4;And07m;female;33;morning;61;50;none;5;8;10;1;24.07.2020 20:42;24.07.2020 08:11;12.52;night;Friday;4;5_4;2;181.6323;330.3377;0.124724848;148201;boredom - indifference;negative;1;5;5;8;home;social interaction;my family;no;4;1;2;2;1;2;3;0;3.33;0.33;0.36;5952;high
105;4;And07m;female;33;morning;61;50;none;5;8;10;1;25.07.2020 08:48;25.07.2020 08:47;0.02;morning;Saturday;5;6_1;1;264.41;226.9204;0.100698206;67266;calm - contentment;positive;0;4;1;8;home;house work;my family;no;4;1;2;2;1;2;3;0;3.33;0.33;0.36;5952;high
106;4;And07m;female;33;morning;61;50;none;5;8;10;1;25.07.2020 13:24;25.07.2020 08:47;4.62;afternoon;Saturday;5;6_2;1;329.5697;182.0556;0.080913846;82937;happiness - elation ;positive;0;6;1;7;outdoors;social interaction;my family;no;5;1;2;2;1;2;3;0;3.33;0.33;0.36;5952;high
107;4;And07m;female;33;morning;61;50;none;5;8;10;1;25.07.2020 16:23;25.07.2020 08:47;7.6;evening;Saturday;5;6_3;1;258.2632;232.3211;0.290306916;586776;pleasure - enjoyment;positive;0;4;2;8;another person's home;social interaction;my family;no;5;1;2;2;1;2;3;0;3.33;0.33;0.36;5952;high
108;4;And07m;female;33;morning;61;50;none;5;8;10;1;25.07.2020 20:41;25.07.2020 08:47;11.9;night;Saturday;5;6_4;1;266.4047;225.2212;0.089415822;65509;calm - contentment;positive;0;5;2;8;home;house work;nobody, I am alone;no;4;1;2;2;1;2;3;0;3.33;0.33;0.36;5952;high
109;4;And07m;female;33;morning;61;50;none;5;8;10;1;26.07.2020 09:26;26.07.2020 08:37;0.82;morning;Sunday;6;7_1;1;150.6119;398.375;0.078578485;87501;Müdigkeit ;negative;1;7;2;7;home;relaxation;my family;no;5;1;2;2;1;2;3;0;3.33;0.33;0.36;5952;high
110;4;And07m;female;33;morning;61;50;none;5;8;10;1;26.07.2020 12:42;26.07.2020 08:37;4.08;afternoon;Sunday;6;7_2;1;290.0232;206.88;0.135356037;86851;happiness - elation ;positive;0;6;1;7;home;social interaction;partner or friend;no;5;1;2;2;1;2;3;0;3.33;0.33;0.36;5952;high
111;4;And07m;female;33;morning;61;50;none;5;8;10;1;26.07.2020 18:01;26.07.2020 08:37;9.4;evening;Sunday;6;7_3;1;264.6488;226.7155;0.149508231;67206;love - tenderness;positive;0;6;1;7;home;relaxation;partner or friend;no;5;1;2;2;1;2;3;0;3.33;0.33;0.36;5952;high
112;4;And07m;female;33;morning;61;50;none;5;8;10;1;26.07.2020 20:47;26.07.2020 08:37;12.17;night;Sunday;6;7_4;1;133.3969;449.7857;0.072788158;74606;calm - contentment;positive;0;4;1;7;home;relaxation;nobody, I am alone;no;4;1;2;2;1;2;3;0;3.33;0.33;0.36;5952;high
113;5;ann17b;female;22;evening;36;80;piano;6;1;11;6;20.07.2020 09:20;20.07.2020 08:22;0.97;morning;Monday;0;1_1;1;79.0041;759.4545;0.135352827;115277;calm - contentment;positive;0;5;2;7;home;relaxation;partner or friend;no;4;1;2;1;1;1;2.6;1.8;3;1.67;0.45;6167;high
114;5;ann17b;female;22;evening;36;80;piano;6;1;11;6;20.07.2020 12:26;20.07.2020 08:22;4.07;afternoon;Monday;0;1_2;1;83.1025;722;0.202215787;114006;happiness - elation ;positive;0;4;4;12;home;having a meal;partner or friend;yes;6;1;2;1;1;1;2.6;1.8;3;1.67;0.45;6167;high
115;5;ann17b;female;22;evening;36;80;piano;6;1;11;6;20.07.2020 16:49;20.07.2020 08:22;8.45;evening;Monday;0;1_3;1;83.0517;722.4412;0.17901519;99323;anger - irritation;negative;1;5;6;27;transport;travel;partner or friend;yes;6;1;2;1;1;1;2.6;1.8;3;1.67;0.45;6167;high
116;5;ann17b;female;22;evening;36;80;piano;6;1;11;6;20.07.2020 20:18;20.07.2020 08:22;11.93;night;Monday;0;1_4;1;108.3815;553.6;0.22629934;65981;calm - contentment;positive;0;5;4;12;home;having a meal;partner or friend;no;6;1;2;1;1;1;2.6;1.8;3;1.67;0.45;6167;high
117;5;ann17b;female;22;evening;36;80;piano;6;1;11;6;21.07.2020 08:57;21.07.2020 08:04;0.88;morning;Tuesday;1;2_1;1;92.1994;650.7632;0.156085296;86854;calm - contentment;positive;0;4;2;7;home;relaxation;partner or friend;no;4;1;2;1;1;1;2.6;1.8;3;1.67;0.45;6167;high
118;5;ann17b;female;22;evening;36;80;piano;6;1;11;6;21.07.2020 12:34;21.07.2020 08:04;4.5;afternoon;Tuesday;1;2_2;1;104.2366;575.6136;0.163637245;68334;interest - expectancy ;positive;0;4;5;11;home;having a meal;nobody, I am alone;no;4;1;2;1;1;1;2.6;1.8;3;1.67;0.45;6167;high
119;5;ann17b;female;22;evening;36;80;piano;6;1;11;6;21.07.2020 16:20;21.07.2020 08:04;8.27;evening;Tuesday;1;2_3;1;113.417;529.0213;0.209896776;100719;happiness - elation ;positive;0;5;3;14;transport;travel;partner or friend;yes;5;1;2;1;1;1;2.6;1.8;3;1.67;0.45;6167;high
120;5;ann17b;female;22;evening;36;80;piano;6;1;11;6;21.07.2020 20:52;21.07.2020 08:04;12.8;night;Tuesday;1;2_4;1;128.0784;468.463;0.143761054;81772;calm - contentment;positive;0;6;3;7;home;relaxation;partner or friend;no;5;1;2;1;1;1;2.6;1.8;3;1.67;0.45;6167;high
121;5;ann17b;female;22;evening;36;80;piano;6;1;11;6;22.07.2020 08:41;22.07.2020 08:31;0.17;morning;Wednesday;2;3_1;1;100.0854;599.4878;0.227245649;94422;anger - irritation;negative;1;4;4;16;home;work/study;nobody, I am alone;yes;5;1;2;1;1;1;2.6;1.8;3;1.67;0.45;6167;high
122;5;ann17b;female;22;evening;36;80;piano;6;1;11;6;22.07.2020 13:02;22.07.2020 08:31;4.52;afternoon;Wednesday;2;3_2;1;95.8811;625.775;0.172375936;66902;boredom - indifference;negative;1;3;5;22;home;work/study;nobody, I am alone;no;5;1;2;1;1;1;2.6;1.8;3;1.67;0.45;6167;high
123;5;ann17b;female;22;evening;36;80;piano;6;1;11;6;22.07.2020 16:13;22.07.2020 08:31;7.7;evening;Wednesday;2;3_3;1;104.9719;571.5814;0.212704351;68702;anger - irritation;negative;1;5;3;13;home;work/study;nobody, I am alone;no;5;1;2;1;1;1;2.6;1.8;3;1.67;0.45;6167;high
124;5;ann17b;female;22;evening;36;80;piano;6;1;11;6;22.07.2020 20:58;22.07.2020 08:31;12.45;night;Wednesday;2;3_4;1;119.4297;502.3878;0.218768849;66969;calm - contentment;positive;0;4;1;7;home;relaxation;nobody, I am alone;no;5;1;2;1;1;1;2.6;1.8;3;1.67;0.45;6167;high
125;5;ann17b;female;22;evening;36;80;piano;6;1;11;6;23.07.2020 09:06;23.07.2020 08:47;0.32;morning;Thursday;3;4_1;1;115.2138;520.7708;0.160970047;101368;calm - contentment;positive;0;4;1;7;home;relaxation;partner or friend;no;5;1;2;1;1;1;2.6;1.8;3;1.67;0.45;6167;high
126;5;ann17b;female;22;evening;36;80;piano;6;1;11;6;23.07.2020 12:26;23.07.2020 08:47;3.65;afternoon;Thursday;3;4_2;1;124.4155;482.2549;0.194774375;65756;boredom - indifference;negative;1;3;4;15;home;work/study;nobody, I am alone;no;5;1;2;1;1;1;2.6;1.8;3;1.67;0.45;6167;high
127;5;ann17b;female;22;evening;36;80;piano;6;1;11;6;23.07.2020 16:40;23.07.2020 08:47;7.88;evening;Thursday;3;4_3;1;108.3076;553.9778;0.08787874;71347;interest - expectancy ;positive;0;4;2;7;home;relaxation;partner or friend;no;4;1;2;1;1;1;2.6;1.8;3;1.67;0.45;6167;high
128;5;ann17b;female;22;evening;36;80;piano;6;1;11;6;23.07.2020 20:20;23.07.2020 08:47;11.55;night;Thursday;3;4_4;1;125.7355;477.1923;0.101267854;76739;boredom - indifference;negative;1;3;1;7;home;watching TV/movie;partner or friend;no;5;1;2;1;1;1;2.6;1.8;3;1.67;0.45;6167;high
129;5;ann17b;female;22;evening;36;80;piano;6;1;11;6;24.07.2020 09:01;24.07.2020 08:11;0.83;morning;Friday;4;5_1;1;93.7425;640.0513;0.137500796;87785;calm - contentment;positive;0;4;1;7;home;relaxation;partner or friend;no;5;1;2;1;1;1;2.6;1.8;3;1.67;0.45;6167;high
130;5;ann17b;female;22;evening;36;80;piano;6;1;11;6;24.07.2020 12:47;24.07.2020 08:11;4.6;afternoon;Friday;4;5_2;1;121.2317;494.92;0.171622151;75012;interest - expectancy ;positive;0;3;3;14;home;having a meal;partner or friend;yes;4;1;2;1;1;1;2.6;1.8;3;1.67;0.45;6167;high
131;5;ann17b;female;22;evening;36;80;piano;6;1;11;6;24.07.2020 16:10;24.07.2020 08:11;7.98;evening;Friday;4;5_3;1;115.7683;518.2766;0.184021862;81648;boredom - indifference;negative;1;3;3;14;transport;travel;partner or friend;no;5;1;2;1;1;1;2.6;1.8;3;1.67;0.45;6167;high
132;5;ann17b;female;22;evening;36;80;piano;6;1;11;6;24.07.2020 20:49;24.07.2020 08:11;12.63;night;Friday;4;5_4;1;113.1894;530.0851;0.076507762;80654;calm - contentment;positive;0;4;1;7;home;relaxation;partner or friend;no;4;1;2;1;1;1;2.6;1.8;3;1.67;0.45;6167;high
133;5;ann17b;female;22;evening;36;80;piano;6;1;11;6;25.07.2020 08:50;25.07.2020 08:47;0.05;morning;Saturday;5;6_1;1;106.3958;563.9318;0.095473279;73929;calm - contentment;positive;0;4;1;7;home;relaxation;partner or friend;no;2;1;2;1;1;1;2.6;1.8;3;1.67;0.45;6167;high
134;5;ann17b;female;22;evening;36;80;piano;6;1;11;6;25.07.2020 12:55;25.07.2020 08:47;4.13;afternoon;Saturday;5;6_2;1;113.1848;530.1064;0.088756815;66561;anger - irritation;negative;1;4;3;14;home;house work;partner or friend;no;5;1;2;1;1;1;2.6;1.8;3;1.67;0.45;6167;high
135;5;ann17b;female;22;evening;36;80;piano;6;1;11;6;25.07.2020 16:43;25.07.2020 08:47;7.93;evening;Saturday;5;6_3;1;119.7031;501.24;0.135635715;79985;pleasure - enjoyment;positive;0;5;1;7;transport;travel;partner or friend;no;5;1;2;1;1;1;2.6;1.8;3;1.67;0.45;6167;high
136;5;ann17b;female;22;evening;36;80;piano;6;1;11;6;25.07.2020 20:54;25.07.2020 08:47;12.12;night;Saturday;5;6_4;1;120.4326;498.2041;0.204190471;72907;happiness - elation ;positive;0;4;1;7;outdoors;social interaction;several friends or acquaintances;no;5;1;2;1;1;1;2.6;1.8;3;1.67;0.45;6167;high
137;5;ann17b;female;22;evening;36;80;piano;6;1;11;6;NA;26.07.2020 08:37;NA;morning;Sunday;6;7_1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;1;1;1;2.6;1.8;3;1.67;0.45;6167;high
138;5;ann17b;female;22;evening;36;80;piano;6;1;11;6;26.07.2020 13:08;26.07.2020 08:37;4.52;afternoon;Sunday;6;7_2;1;120.2357;499.02;0.072743945;86416;happiness - elation ;positive;0;5;1;13;restaurant;having a meal;partner or friend;no;3;1;2;1;1;1;2.6;1.8;3;1.67;0.45;6167;high
139;5;ann17b;female;22;evening;36;80;piano;6;1;11;6;26.07.2020 16:54;26.07.2020 08:37;8.28;evening;Sunday;6;7_3;1;80.4385;745.9118;0.131845676;66001;happiness - elation ;positive;0;5;1;7;transport;travel;partner or friend;no;7;1;2;1;1;1;2.6;1.8;3;1.67;0.45;6167;high
140;5;ann17b;female;22;evening;36;80;piano;6;1;11;6;26.07.2020 20:48;26.07.2020 08:37;12.18;night;Sunday;6;7_4;1;84.1751;712.8;0.105019479;68811;happiness - elation ;positive;0;5;1;7;outdoors;having a meal;partner or friend;no;6;1;2;1;1;1;2.6;1.8;3;1.67;0.45;6167;high
141;6;art11o;female;28;neither;50;65;flute;6;9;9;3;20.07.2020 08:34;20.07.2020 08:22;0.2;morning;Monday;0;1_1;1;66.0227;908.7778;0.052158029;394149;calm - contentment;positive;0;5;5;16;work/university/school;social interaction;one or more strangers;no;7;1;1;0;1;2;2.6;1;3;1.33;0.43;7560;high
142;6;art11o;female;28;neither;50;65;flute;6;9;9;3;20.07.2020 13:07;20.07.2020 08:22;4.75;afternoon;Monday;0;1_2;1;64.4263;931.2963;0.23126931;114746;calm - contentment;positive;0;4;5;7;work/university/school;social interaction;one or more strangers;no;7;1;1;0;1;2;2.6;1;3;1.33;0.43;7560;high
143;6;art11o;female;28;neither;50;65;flute;6;9;9;3;20.07.2020 16:49;20.07.2020 08:22;8.45;evening;Monday;0;1_3;1;92.4244;649.1795;0.058082439;261063;Gestresst ;negative;1;4;6;12;work/university/school;social interaction;a large crowd;yes;7;1;1;0;1;2;2.6;1;3;1.33;0.43;7560;high
144;6;art11o;female;28;neither;50;65;flute;6;9;9;3;20.07.2020 20:24;20.07.2020 08:22;12.03;night;Monday;0;1_4;1;58.2218;1030.5417;0.032101509;92883;calm - contentment;positive;0;5;2;8;home;social interaction;partner or friend;no;7;1;1;0;1;2;2.6;1;3;1.33;0.43;7560;high
145;6;art11o;female;28;neither;50;65;flute;6;9;9;3;21.07.2020 08:11;21.07.2020 08:04;0.12;morning;Tuesday;1;2_1;1;86.8377;690.9444;0.049766428;444494;calm - contentment;positive;0;6;1;7;work/university/school;social interaction;one or more strangers;yes;7;1;1;0;1;2;2.6;1;3;1.33;0.43;7560;high
146;6;art11o;female;28;neither;50;65;flute;6;9;9;3;21.07.2020 12:54;21.07.2020 08:04;4.83;afternoon;Tuesday;1;2_2;1;62.1044;966.1154;0.041333521;79935;pleasure - enjoyment;positive;0;4;3;9;work/university/school;social interaction;one or more strangers;no;7;1;1;0;1;2;2.6;1;3;1.33;0.43;7560;high
147;6;art11o;female;28;neither;50;65;flute;6;9;9;3;21.07.2020 16:18;21.07.2020 08:04;8.23;evening;Tuesday;1;2_3;1;109.9339;545.7826;0.067143448;168782;happiness - elation ;positive;0;3;4;7;transport;listening to music;nobody, I am alone;yes;7;1;1;0;1;2;2.6;1;3;1.33;0.43;7560;high
148;6;art11o;female;28;neither;50;65;flute;6;9;9;3;21.07.2020 20:45;21.07.2020 08:04;12.68;night;Tuesday;1;2_4;1;52.4059;1144.9091;0.06474433;80370;calm - contentment;positive;0;4;1;7;home;watching TV/movie;partner or friend;no;7;1;1;0;1;2;2.6;1;3;1.33;0.43;7560;high
149;6;art11o;female;28;neither;50;65;flute;6;9;9;3;22.07.2020 09:05;22.07.2020 08:31;0.57;morning;Wednesday;2;3_1;1;101.4085;591.6667;0.065854242;75299;happiness - elation ;positive;0;4;2;8;work/university/school;social interaction;several friends or acquaintances;no;7;1;1;0;1;2;2.6;1;3;1.33;0.43;7560;high
150;6;art11o;female;28;neither;50;65;flute;6;9;9;3;22.07.2020 13:12;22.07.2020 08:31;4.68;afternoon;Wednesday;2;3_2;1;65.6801;913.5185;0.082394699;74789;happiness - elation ;positive;0;4;3;7;work/university/school;social interaction;one or more strangers;no;7;1;1;0;1;2;2.6;1;3;1.33;0.43;7560;high
151;6;art11o;female;28;neither;50;65;flute;6;9;9;3;22.07.2020 16:15;22.07.2020 08:31;7.73;evening;Wednesday;2;3_3;1;119.4268;502.4;0.077602887;98148;calm - contentment;positive;0;3;3;13;transport;travel;nobody, I am alone;yes;7;1;1;0;1;2;2.6;1;3;1.33;0.43;7560;high
152;6;art11o;female;28;neither;50;65;flute;6;9;9;3;NA;22.07.2020 08:31;NA;night;Wednesday;2;3_4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;1;2;2.6;1;3;1.33;0.43;7560;high
153;6;art11o;female;28;neither;50;65;flute;6;9;9;3;23.07.2020 08:50;23.07.2020 08:47;0.05;morning;Thursday;3;4_1;1;60.66;989.12;0.043866967;148126;calm - contentment;positive;0;5;1;7;work/university/school;social interaction;one or more strangers;no;7;1;1;0;1;2;2.6;1;3;1.33;0.43;7560;high
154;6;art11o;female;28;neither;50;65;flute;6;9;9;3;23.07.2020 13:36;23.07.2020 08:47;4.82;afternoon;Thursday;3;4_2;1;61.212;980.2;0.132453547;203025;happiness - elation ;positive;0;4;2;11;work/university/school;social interaction;one or more strangers;no;7;1;1;0;1;2;2.6;1;3;1.33;0.43;7560;high
155;6;art11o;female;28;neither;50;65;flute;6;9;9;3;23.07.2020 16:36;23.07.2020 08:47;7.82;evening;Thursday;3;4_3;1;75.6867;792.7419;0.055165872;214248;calm - contentment;positive;0;4;2;14;work/university/school;social interaction;one or more strangers;yes;6;1;1;0;1;2;2.6;1;3;1.33;0.43;7560;high
156;6;art11o;female;28;neither;50;65;flute;6;9;9;3;23.07.2020 20:23;23.07.2020 08:47;11.6;night;Thursday;3;4_4;1;65.0681;922.1111;0.040701766;76906;calm - contentment;positive;0;5;2;13;home;watching TV/movie;nobody, I am alone;yes;7;1;1;0;1;2;2.6;1;3;1.33;0.43;7560;high
157;6;art11o;female;28;neither;50;65;flute;6;9;9;3;24.07.2020 08:20;24.07.2020 08:11;0.15;morning;Friday;4;5_1;1;64.9611;923.6296;0.061209858;82065;calm - contentment;positive;0;4;1;10;work/university/school;social interaction;one or more strangers;yes;5;1;1;0;1;2;2.6;1;3;1.33;0.43;7560;high
158;6;art11o;female;28;neither;50;65;flute;6;9;9;3;24.07.2020 13:38;24.07.2020 08:11;5.45;afternoon;Friday;4;5_2;1;66.6799;899.8214;0.056191802;61719;calm - contentment;positive;0;5;2;7;work/university/school;social interaction;one or more strangers;no;7;1;1;0;1;2;2.6;1;3;1.33;0.43;7560;high
159;6;art11o;female;28;neither;50;65;flute;6;9;9;3;24.07.2020 16:08;24.07.2020 08:11;7.95;evening;Friday;4;5_3;1;126.1805;475.5094;0.137750032;148592;happiness - elation ;positive;0;5;3;12;transport;travel;nobody, I am alone;yes;7;1;1;0;1;2;2.6;1;3;1.33;0.43;7560;high
160;6;art11o;female;28;neither;50;65;flute;6;9;9;3;24.07.2020 21:34;24.07.2020 08:11;13.38;night;Friday;4;5_4;1;60.746;987.72;0.091731773;273211;happiness - elation ;positive;0;5;1;7;another person's home;social interaction;several friends or acquaintances;yes;7;1;1;0;1;2;2.6;1;3;1.33;0.43;7560;high
161;6;art11o;female;28;neither;50;65;flute;6;9;9;3;25.07.2020 09:13;25.07.2020 08:47;0.43;morning;Saturday;5;6_1;1;87.8651;682.8649;0.057836054;75959;love - tenderness;positive;0;7;1;7;home;watching TV/movie;partner or friend;yes;6;1;1;0;1;2;2.6;1;3;1.33;0.43;7560;high
162;6;art11o;female;28;neither;50;65;flute;6;9;9;3;25.07.2020 12:52;25.07.2020 08:47;4.08;afternoon;Saturday;5;6_2;1;55.6003;1079.1304;0.056399908;76059;boredom - indifference;negative;1;4;1;9;work/university/school;social interaction;an acquaintance or colleague;no;7;1;1;0;1;2;2.6;1;3;1.33;0.43;7560;high
163;6;art11o;female;28;neither;50;65;flute;6;9;9;3;25.07.2020 16:23;25.07.2020 08:47;7.6;evening;Saturday;5;6_3;1;60.8199;986.52;0.059583537;86525;love - tenderness;positive;0;7;1;8;another person's home;watching TV/movie;partner or friend;no;7;1;1;0;1;2;2.6;1;3;1.33;0.43;7560;high
164;6;art11o;female;28;neither;50;65;flute;6;9;9;3;25.07.2020 20:41;25.07.2020 08:47;11.9;night;Saturday;5;6_4;1;113.5826;528.25;0.096869824;68546;calm - contentment;positive;0;5;1;7;another person's home;watching TV/movie;partner or friend;no;7;1;1;0;1;2;2.6;1;3;1.33;0.43;7560;high
